,name,sector,positives,negatives,votes,rating
1241,Parag Milk Foods,Food Processing,"Company Culture, Work Life Balance, Work Satisfaction",nan,836,4.0
1242,Impact Infotech Pvt. Ltd.,IT Services & Consulting,nan,"Promotions / Appraisal, Job Security, Salary & Benefits",835,3.4
1243,Nibav Lifts,Industrial Machinery,"Salary & Benefits, Work Satisfaction, Skill Development / Learning",nan,834,4.0
1244,KGISL,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",834,3.0
1245,Rohan Builders,Real Estate,"Job Security, Skill Development / Learning, Salary & Benefits",nan,834,4.1
1246,Arvind Lifestyle Brands,Retail,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,832,4.0
1247,Duck Creek Technologies,Software Product,"Company Culture, Work Life Balance, Work Satisfaction",nan,831,4.6
1248,Truhome Finance,Financial Services,nan,"Promotions / Appraisal, Work Satisfaction, Job Security",832,3.7
1249,AuthBridge Research Services,IT Services & Consulting,nan,"Promotions / Appraisal, Job Security, Skill Development / Learning",831,3.2
1250,Shaktiman Tirth Agro Technology,Industrial Machinery,"Job Security, Work Life Balance, Salary & Benefits",Promotions / Appraisal,831,3.9
1251,Feedback Infrastructure Services,Engineering & Construction,nan,"Promotions / Appraisal, Job Security, Salary & Benefits",830,3.4
1252,Ather Energy,Automobile,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,830,4.1
1253,Sanden Vikas,Auto Components,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,830,3.9
1254,enGen Global,IT Services & Consulting,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,830,3.9
1255,Tata Power Solar,Power,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,829,4.1
1256,Consolidated Contractors,Engineering & Construction,"Company Culture, Work Satisfaction, Job Security",nan,830,4.3
1257,Royal Sundaram General Insurance,Insurance,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",827,3.8
1258,Guardian India,Insurance,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,827,3.9
1259,India Shelter Finance Corporation,NBFC,"Skill Development / Learning, Salary & Benefits",nan,828,3.9
1260,Union Bank of India,Banking,Job Security,Promotions / Appraisal,828,3.8
1261,HP India,Consumer Electronics & Appliances,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",827,3.8
1262,Alorica,BPO,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",827,3.1
1263,Fareportal,Internet,nan,"Promotions / Appraisal, Job Security, Company Culture",825,3.1
1264,FIITJEE,Education & Training,nan,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",825,3.2
1265,Casagrand,Real Estate,Job Security,"Promotions / Appraisal, Salary & Benefits",825,3.8
1266,Victora Auto Private Limited,Auto Components,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,823,4.0
1267,Punj Lloyd,Engineering & Construction,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,820,3.9
1268,Freshworks,Software Product,nan,"Job Security, Promotions / Appraisal, Work Satisfaction",818,3.4
1269,Luxoft,IT Services & Consulting,Work Life Balance,"Promotions / Appraisal, Job Security",818,3.6
1270,Lumen Technologies,Hardware & Networking,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,816,4.0
1271,Eris Lifesciences,Pharma,nan,"Company Culture, Work Satisfaction, Job Security",816,3.6
1272,Nippon Koei India,Engineering & Construction,"Company Culture, Work Life Balance, Work Satisfaction",nan,814,4.8
1273,Greaves Cotton,Auto Components,"Work Life Balance, Company Culture",Promotions / Appraisal,814,4.0
1274,Ford Business Solutions,IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,813,4.1
1275,Metso,Metals & Mining,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,814,4.1
1276,Clarivate,Analytics & KPO,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",812,3.7
1277,Sutherland Healthcare Solutions,Analytics & KPO,Job Security,"Promotions / Appraisal, Salary & Benefits",812,3.7
1278,eTeam,Recruitment,nan,"Promotions / Appraisal, Job Security, Work Satisfaction",811,3.2
1279,Ramco Systems,Software Product,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",811,3.9
1280,Qinecsa Solutions,Clinical Research,nan,"Job Security, Promotions / Appraisal, Company Culture",804,2.8
1281,Medusind Solutions,IT Services & Consulting,nan,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",810,3.5
1282,IBS Software Services,Software Product,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",808,3.5
1283,UKG,Software Product,nan,"Job Security, Promotions / Appraisal, Work Satisfaction",808,3.0
1284,Bpo Convergence,BPO,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",808,3.4
1285,Huhtamaki,Packaging,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,807,4.0
1286,Baxter International,Healthcare,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Job Security, Skill Development / Learning",806,3.8
1287,Rockwell Automation,Industrial Automation,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",805,3.6
1288,Forever Living Products,Fitness & Wellness,"Company Culture, Skill Development / Learning, Work Life Balance",nan,806,4.3
1289,Integra Software Services,IT Services & Consulting,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",805,3.7
1290,Rodic Consultants,Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction",nan,804,4.2
1291,RR kabel,Electrical Equipment,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,804,4.1
1292,Sunbeam Auto,Auto Components,Work Life Balance,Promotions / Appraisal,804,3.9
1293,Nexdigm,Management Consulting,nan,"Promotions / Appraisal, Salary & Benefits",825,3.7
1294,Artech Infosystems,Recruitment,nan,"Promotions / Appraisal, Job Security, Company Culture",803,3.3
1295,Poly Medicure,Medical Equipment,nan,"Job Security, Promotions / Appraisal, Company Culture",802,3.5
1296,Linde India,Chemicals,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,800,3.9
1297,Investors Clinic,Real Estate,nan,Salary & Benefits,799,3.6
1298,DBG Technology,Electronics Manufacturing,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",799,3.7
1299,Rashmi Group,Iron & Steel,nan,"Company Culture, Promotions / Appraisal, Work Life Balance",798,3.5
1300,Teamware Solutions,Recruitment,"Work Life Balance, Company Culture, Work Satisfaction",nan,798,4.1
1301,Rashmi Group,Iron & Steel,nan,"Company Culture, Promotions / Appraisal, Work Life Balance",798,3.5
1302,Border Security Force,Law Enforcement & Security,"Job Security, Salary & Benefits, Company Culture",nan,796,4.4
1303,Vijaya Diagnostic Centre,Healthcare,"Skill Development / Learning, Work Life Balance",Promotions / Appraisal,796,3.9
1304,Eveready Industries,Consumer Electronics & Appliances,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal,794,3.9
1305,Principal Global Services,Insurance,"Job Security, Work Life Balance","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",795,3.7
1306,Hitachi,Industrial Machinery,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,793,3.9
1307,Intex Technologies,Consumer Electronics & Appliances,nan,"Job Security, Promotions / Appraisal, Company Culture",793,3.7
1308,Syneos Health,Clinical Research,nan,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",793,3.6
1309,Five-Star Business Finance,NBFC,"Work Life Balance, Job Security, Company Culture",nan,793,4.1
1310,K Raheja Corp,Real Estate,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,791,4.2
1311,Bill Gosling Outsourcing India,Gurugram +13 other locations,nan,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",790,3.5
1312,Advik Hi Tech,Auto Components,nan,"Promotions / Appraisal, Salary & Benefits",791,3.7
1313,Praj Industries,Biotechnology,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal,788,4.0
1314,Zidio Development,IT Services & Consulting,"Work Life Balance, Skill Development / Learning, Company Culture",nan,788,4.4
1315,JK Paper,Pulp & Paper,Job Security,"Promotions / Appraisal, Salary & Benefits",788,3.8
1316,Prama Hikvision India,Electronics Manufacturing,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",788,3.6
1317,Skill Lync,EdTech,nan,"Job Security, Promotions / Appraisal, Work Satisfaction",787,3.1
1318,Zuventus Healthcare,Pharma,Salary & Benefits,Promotions / Appraisal,785,3.8
1319,PUMA,Fashion & Textile,"Company Culture, Work Life Balance, Job Security",nan,785,4.1
1320,Qualitest,IT Services & Consulting,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits",785,3.6
1321,RenewBuy,Internet,nan,"Job Security, Promotions / Appraisal, Work Satisfaction",783,3.3
1322,Chennai Radha Engineering Works,Engineering & Construction,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",783,3.9
1323,BDO,Accounting & Auditing,nan,"Promotions / Appraisal, Company Culture, Salary & Benefits",784,3.2
1324,Prince Pipes & Fittings,Building Material,"Work Life Balance, Salary & Benefits, Company Culture",nan,782,4.2
1325,Cigniti Technologies,IT Services & Consulting,nan,Promotions / Appraisal,781,3.8
1326,THE LEELA PALACES HOTELS & RESORTS,Hospitality,"Job Security, Skill Development / Learning, Company Culture",nan,781,4.0
1327,Edubridge Learning,EdTech,"Skill Development / Learning, Company Culture, Work Life Balance",nan,780,3.9
1328,Zydus Healthcare,Pharma,"Salary & Benefits, Skill Development / Learning",nan,781,3.9
1329,Careernet,Recruitment,nan,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",779,3.5
1330,IFFCO,Agro Chemicals,"Job Security, Salary & Benefits, Work Life Balance",nan,780,4.1
1331,Waaree Energies,Power,"Salary & Benefits, Job Security, Work Life Balance",nan,780,4.0
1332,Maveric Systems,IT Services & Consulting,nan,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",780,3.4
1333,Engineers India,Engineering & Construction,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal,778,4.2
1334,Indo Autotech,Auto Components,"Salary & Benefits, Work Life Balance, Skill Development / Learning",nan,778,3.9
1335,Franklin Templeton Investments,Financial Services,"Work Life Balance, Company Culture",Promotions / Appraisal,778,3.9
1336,NTT,IT Services & Consulting,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal,777,3.8
1337,Wipro Consumer Care & Lighting,FMCG,nan,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",777,3.7
1338,Microtek International,Consumer Electronics & Appliances,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",777,3.7
1339,AISIN,Auto Components,"Work Life Balance, Company Culture, Job Security",nan,775,4.1
1340,Rallis India,Agro Chemicals,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,775,4.1
1341,Credence Resource Management,BPO,nan,"Promotions / Appraisal, Company Culture, Skill Development / Learning",773,3.0
1342,Amber Enterprises India,Electronics Manufacturing,Skill Development / Learning,nan,774,3.9
1343,Pratap Technocrats,Telecom,nan,"Promotions / Appraisal, Salary & Benefits",773,3.8
1344,Jai Balaji Group,Iron & Steel,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",772,3.2
1345,Aequs,Defence & Aerospace,nan,"Promotions / Appraisal, Job Security, Company Culture",773,3.4
1346,Reliance BP Mobility,Oil & Gas,Job Security,"Promotions / Appraisal, Work Satisfaction, Company Culture",770,3.6
1347,Cohance Lifesciences,Pharma,Work Life Balance,Promotions / Appraisal,916,3.8
1348,Vastu Housing Finance,NBFC,"Company Culture, Work Life Balance, Skill Development / Learning",nan,769,4.2
1349,Toyo Engineering,Engineering & Construction,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal,768,4.0
1350,Progressive Infotech,IT Services & Consulting,nan,"Promotions / Appraisal, Company Culture, Work Life Balance",768,3.3
1351,Action Construction Equipment,Industrial Machinery,nan,"Promotions / Appraisal, Job Security, Skill Development / Learning",768,3.7
1352,First Advantage,Recruitment,nan,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction",766,3.5
1353,Radical Minds,BPO,nan,"Promotions / Appraisal, Job Security, Salary & Benefits",766,2.9
1354,Reliance Smart,Retail,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,765,4.1
1355,Denave,Marketing & Advertising,nan,"Promotions / Appraisal, Job Security, Skill Development / Learning",765,3.5
1356,Ask Automotive,Auto Components,"Work Life Balance, Job Security, Salary & Benefits",nan,767,4.2
1357,Somany Ceramics,Building Material,"Work Life Balance, Company Culture, Job Security",nan,765,4.2
1358,Dineshchandra R. Agrawal Infracon,Engineering & Construction,"Job Security, Salary & Benefits, Work Life Balance",nan,764,4.0
1359,Lea Associates South Asia,Engineering & Construction,"Work Life Balance, Company Culture, Work Satisfaction",nan,764,4.2
1360,Better.com,Financial Services,Salary & Benefits,"Job Security, Promotions / Appraisal, Skill Development / Learning",763,3.0
1361,Wipro Infrastructure Engineering,Industrial Machinery,nan,"Promotions / Appraisal, Salary & Benefits, Company Culture",763,3.7
1362,Allied Digital Services,IT Services & Consulting,nan,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",763,3.2
1363,Creative Synergies Group,IT Services & Consulting,"Work Life Balance, Salary & Benefits, Company Culture",nan,762,4.0
1364,People Tech Group,IT Services & Consulting,nan,"Job Security, Promotions / Appraisal, Salary & Benefits",762,2.4
1365,Novac Technology Solutions,Software Product,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",763,3.6
1366,Travel Food Services Ltd,Hospitality,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,762,4.0
1367,Ramkrishna Forgings,Auto Components,nan,"Promotions / Appraisal, Company Culture, Work Satisfaction",763,3.4
1368,Hitachi Digital Services,IT Services & Consulting,nan,"Promotions / Appraisal, Work Satisfaction, Company Culture",761,3.5
1369,Creambell,Food Processing,"Salary & Benefits, Work Life Balance",Promotions / Appraisal,761,3.9
1370,Hilti,Industrial Machinery,nan,"Promotions / Appraisal, Work Satisfaction, Job Security",760,3.4
1371,Lenovo,Consumer Electronics & Appliances,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,760,4.1
1372,Forvia Hella,Auto Components,Work Life Balance,Promotions / Appraisal,759,3.8
1373,Simplilearn,EdTech,nan,"Promotions / Appraisal, Work Satisfaction, Job Security",759,3.2
1374,Axtria,Software Product,nan,"Work Satisfaction, Company Culture, Work Life Balance",759,2.8
1375,Ksb Pumps,Industrial Machinery,Job Security,Promotions / Appraisal,759,3.8
1376,Quatrro Business Support Services,Gurugram +14 other locations,nan,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",758,3.3
1377,Fleetguard Filters Private Limited,Auto Components,"Salary & Benefits, Company Culture, Work Life Balance",nan,759,4.3
1378,Dunzo,Internet,nan,"Job Security, Promotions / Appraisal, Skill Development / Learning",757,3.5
